symbol,current_price,total_score,avg_volume_10d,trend1_pass,trend1_current,trend1_threshold,trend1_description,trend2_pass,trend2_current,trend2_threshold,trend2_description,snapback_pass,snapback_current,snapback_threshold,snapback_description,momentum_pass,momentum_current,momentum_threshold,momentum_description,stabilizing_pass,stabilizing_current,stabilizing_threshold,stabilizing_description,calculation_timestamp,data_age_hours
IRM,100.92,3,"1,534,756",true,100.92,97.25,Price ($100.92) is above the 20-day EMA ($97.25),true,100.92,95.80,Price ($100.92) is above the 100-day EMA ($95.80),false,69.9,50.0,RSI (69.9) is above the threshold (50),true,100.92,98.71,Current price ($100.92) is above last week's close ($98.71),false,2.27,2.01,3-day ATR (2.27) is higher than 6-day ATR (2.01),2025-06-04T19:35:21,0
CNC,54.98,1,"4,350,968",false,54.98,58.03,Price ($54.98) is below the 20-day EMA ($58.03),false,54.98,59.71,Price ($54.98) is below the 100-day EMA ($59.71),true,35.5,50.0,RSI (35.5) is below the threshold (50),false,54.98,56.44,Current price ($54.98) is below last week's close ($56.44),false,1.64,1.48,3-day ATR (1.64) is higher than 6-day ATR (1.48),2025-06-04T19:35:23,0
TSN,55.85,2,"2,630,927",false,55.85,56.41,Price ($55.85) is below the 20-day EMA ($56.41),false,55.85,58.90,Price ($55.85) is below the 100-day EMA ($58.90),true,42.5,50.0,RSI (42.5) is below the threshold (50),false,55.85,56.16,Current price ($55.85) is below last week's close ($56.16),true,0.80,0.89,3-day ATR (0.79) is lower than 6-day ATR (0.89),2025-06-04T19:38:20,0
ADM,47.20,1,"2,599,213",false,47.20,48.25,Price ($47.20) is below the 20-day EMA ($48.25),false,47.20,48.44,Price ($47.20) is below the 100-day EMA ($48.44),true,35.1,50.0,RSI (35.1) is below the threshold (50),false,47.20,48.27,Current price ($47.20) is below last week's close ($48.27),false,0.96,0.82,3-day ATR (0.96) is higher than 6-day ATR (0.82),2025-06-04T19:38:22,0
RF,21.32,1,"6,666,993",false,21.32,21.43,Price ($21.32) is below the 20-day EMA ($21.43),false,21.32,22.11,Price ($21.32) is below the 100-day EMA ($22.11),true,48.0,50.0,RSI (48.0) is below the threshold (50),false,21.32,21.44,Current price ($21.32) is below last week's close ($21.44),false,0.52,0.42,3-day ATR (0.52) is higher than 6-day ATR (0.42),2025-06-04T19:38:25,0
DVN,31.55,1,"8,534,394",false,31.55,31.61,Price ($31.55) is below the 20-day EMA ($31.61),false,31.55,33.24,Price ($31.55) is below the 100-day EMA ($33.24),false,50.4,50.0,RSI (50.4) is above the threshold (50),true,31.55,30.26,Current price ($31.55) is above last week's close ($30.26),false,1.16,0.99,3-day ATR (1.16) is higher than 6-day ATR (0.99),2025-06-04T19:38:30,0
ZBH,91.75,2,"2,366,171",false,91.75,94.26,Price ($91.75) is below the 20-day EMA ($94.26),false,91.75,101.84,Price ($91.75) is below the 100-day EMA ($101.84),true,42.2,50.0,RSI (42.2) is below the threshold (50),false,91.75,92.17,Current price ($91.75) is below last week's close ($92.17),true,1.92,1.94,3-day ATR (1.92) is lower than 6-day ATR (1.94),2025-06-04T19:38:34,0
LNT,61.05,1,"1,721,759",false,61.05,61.67,Price ($61.05) is below the 20-day EMA ($61.67),false,61.05,61.53,Price ($61.05) is below the 100-day EMA ($61.53),true,47.2,50.0,RSI (47.2) is below the threshold (50),false,61.05,62.23,Current price ($61.05) is below last week's close ($62.23),false,0.96,0.93,3-day ATR (0.96) is higher than 6-day ATR (0.93),2025-06-04T19:38:43,0
CCEP,91.08,3,"2,192,019",true,91.08,89.66,Price ($91.08) is above the 20-day EMA ($89.66),true,91.08,85.57,Price ($91.08) is above the 100-day EMA ($85.57),false,60.3,50.0,RSI (60.3) is above the threshold (50),false,91.08,91.79,Current price ($91.08) is below last week's close ($91.79),true,1.53,1.61,3-day ATR (1.53) is lower than 6-day ATR (1.61),2025-06-04T19:35:12,0
PRU,104.25,2,"1,859,515",true,104.25,104.08,Price ($104.25) is above the 20-day EMA ($104.08),false,104.25,108.74,Price ($104.25) is below the 100-day EMA ($108.74),false,52.9,50.0,RSI (52.9) is above the threshold (50),true,104.25,103.89,Current price ($104.25) is above last week's close ($103.89),false,2.02,1.88,3-day ATR (2.02) is higher than 6-day ATR (1.87),2025-06-04T19:35:13,0
GIS,54.73,2,"4,359,638",true,54.73,54.50,Price ($54.73) is above the 20-day EMA ($54.50),false,54.73,57.80,Price ($54.73) is below the 100-day EMA ($57.80),false,57.3,50.0,RSI (57.3) is above the threshold (50),true,54.73,54.26,Current price ($54.73) is above last week's close ($54.26),false,0.93,0.91,3-day ATR (0.93) is higher than 6-day ATR (0.91),2025-06-04T19:35:15,0
ED,102.84,2,"2,637,829",false,102.84,104.70,Price ($102.84) is below the 20-day EMA ($104.70),false,102.84,103.63,Price ($102.84) is below the 100-day EMA ($103.63),true,46.7,50.0,RSI (46.7) is below the threshold (50),false,102.84,104.49,Current price ($102.84) is below last week's close ($104.49),true,1.76,1.98,3-day ATR (1.76) is lower than 6-day ATR (1.98),2025-06-04T19:35:17,0
PSX,112.89,1,"3,210,134",false,112.89,114.16,Price ($112.89) is below the 20-day EMA ($114.16),false,112.89,116.36,Price ($112.89) is below the 100-day EMA ($116.36),true,42.9,50.0,RSI (42.9) is below the threshold (50),false,112.89,113.48,Current price ($112.89) is below last week's close ($113.48),false,4.55,3.53,3-day ATR (4.55) is higher than 6-day ATR (3.53),2025-06-04T19:35:18,0
LVS,41.47,3,"6,161,770",true,41.47,40.58,Price ($41.47) is above the 20-day EMA ($40.58),true,41.47,41.41,Price ($41.47) is above the 100-day EMA ($41.41),false,55.8,50.0,RSI (55.8) is above the threshold (50),true,41.47,41.16,Current price ($41.47) is above last week's close ($41.16),false,1.65,1.31,3-day ATR (1.65) is higher than 6-day ATR (1.31),2025-06-04T19:35:20,0
PCG,16.35,1,"15,847,421",false,16.35,16.98,Price ($16.35) is below the 20-day EMA ($16.98),false,16.35,17.35,Price ($16.35) is below the 100-day EMA ($17.35),true,30.8,50.0,RSI (30.8) is below the threshold (50),false,16.35,16.88,Current price ($16.35) is below last week's close ($16.88),false,0.34,0.33,3-day ATR (0.34) is higher than 6-day ATR (0.33),2025-06-04T19:35:22,0
OXY,41.96,2,"8,493,232",true,41.96,41.66,Price ($41.96) is above the 20-day EMA ($41.66),false,41.96,44.29,Price ($41.96) is below the 100-day EMA ($44.29),false,51.9,50.0,RSI (51.9) is above the threshold (50),true,41.96,40.78,Current price ($41.96) is above last week's close ($40.78),false,1.61,1.24,3-day ATR (1.61) is higher than 6-day ATR (1.24),2025-06-04T19:35:28,0
IFF,77.74,3,"1,559,353",true,77.74,76.36,Price ($77.74) is above the 20-day EMA ($76.36),false,77.74,78.79,Price ($77.74) is below the 100-day EMA ($78.79),false,60.0,50.0,RSI (60.0) is above the threshold (50),true,77.74,76.56,Current price ($77.74) is above last week's close ($76.56),true,1.57,1.58,3-day ATR (1.57) is lower than 6-day ATR (1.58),2025-06-04T19:38:23,0
EL,69.39,3,"3,654,432",true,69.39,65.24,Price ($69.39) is above the 20-day EMA ($65.24),true,69.39,65.38,Price ($69.39) is above the 100-day EMA ($65.38),false,66.4,50.0,RSI (66.4) is above the threshold (50),true,69.39,66.94,Current price ($69.39) is above last week's close ($66.94),false,2.40,2.27,3-day ATR (2.40) is higher than 6-day ATR (2.27),2025-06-04T19:38:26,0
GPN,76.70,1,"2,789,014",false,76.70,77.49,Price ($76.70) is below the 20-day EMA ($77.49),false,76.70,90.22,Price ($76.70) is below the 100-day EMA ($90.22),false,50.4,50.0,RSI (50.4) is above the threshold (50),true,76.70,75.61,Current price ($76.70) is above last week's close ($75.61),false,1.82,1.64,3-day ATR (1.82) is higher than 6-day ATR (1.64),2025-06-04T19:38:32,0
JBL,172.06,3,"928,561",true,172.06,164.20,Price ($172.06) is above the 20-day EMA ($164.20),true,172.06,150.31,Price ($172.06) is above the 100-day EMA ($150.31),false,69.3,50.0,RSI (69.3) is above the threshold (50),true,172.06,168.01,Current price ($172.06) is above last week's close ($168.01),false,3.76,3.43,3-day ATR (3.76) is higher than 6-day ATR (3.43),2025-06-04T19:38:36,0
TMO,404.08,1,"2,496,937",false,404.08,408.31,Price ($404.08) is below the 20-day EMA ($408.31),false,404.08,463.09,Price ($404.08) is below the 100-day EMA ($463.09),false,51.0,50.0,RSI (51.0) is above the threshold (50),true,404.08,402.82,Current price ($404.08) is above last week's close ($402.82),false,9.93,8.27,3-day ATR (9.93) is higher than 6-day ATR (8.27),2025-06-04T19:28:42,0
